symbol,company_name,isin,exchange,market_cap_cr,category
DODLA,Dodla Dairy Limited,INE021O01019,NSE,7929.51,Small Cap
NETWORK18,Network 18 Media & Investments Limited,INE870H01013,NSE,7922.16,Small Cap
DIACABS,Diamond Power Infrastructure Limited,INE989C01038,NSE,7903.2,Small Cap
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,INE291A01017,NSE,7871.36,Small Cap
CERA,Cera Sanitaryware Ltd.,INE739E01017,NSE,7863.84,Small Cap
BORORENEW,BOROSIL RENEWABLES LIMITED,INE666D01022,NSE,7835.81,Small Cap
KALPATARU,Kalpataru Limited,INE227J01012,NSE,7828.66,Small Cap
TRIVENI,Triveni Engineering & Industries Ltd,INE256C01024,NSE,7821.78,Small Cap
GSFC,Gujarat State Fertilizers & Chem.Ltd,INE026A01025,NSE,7800.27,Small Cap
GARFIBRES,GARWARE TECHNICAL FIBRES LIMITED,INE276A01018,NSE,7780.7,Small Cap
ACI,Archean Chemical Industries Limited,INE128X01021,NSE,7771.97,Small Cap
SHILPAMED,Shilpa Medicare Ltd.,INE790G01031,NSE,7654.01,Small Cap
DBL,Dilip Buildcon Limited,INE917M01012,NSE,7636.26,Small Cap
MAXESTATES,Max Estates Limited,INE03EI01018,NSE,7578.58,Small Cap
THOMASCOOK,Thomas Cook (India) Ltd.,INE332A01027,NSE,7550.36,Small Cap
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,NSE,7545.56,Small Cap
AARTIPHARM,Aarti Pharmalabs Limited,INE0LRU01027,NSE,7527.49,Small Cap
GNFC,Gujarat Narmada Valley Fert.Co.Ltd,INE113A01013,NSE,7519.97,Small Cap
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,NSE,7506.02,Small Cap
PRSMJOHNSN,PRISM JOHNSON LIMITED.,INE010A01011,NSE,7482.28,Small Cap
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,NSE,7449.16,Small Cap
AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,NSE,7432.87,Small Cap
AJAXENGG,AJAX Engineering Limited,INE274Y01021,NSE,7404.96,Small Cap
ETHOSLTD,ETHOS LIMITED,INE04TZ01018,NSE,7390.21,Small Cap
PNCINFRA,PNC Infratech Limited,INE195J01029,NSE,7383.13,Small Cap
PFOCUS,Prime Focus Limited,INE367G01038,NSE,7377.03,Small Cap
FDC,FDC Ltd.,INE258B01022,NSE,7371.27,Small Cap
REDTAPE,REDTAPE Limited,INE0LXT01019,NSE,7349.72,Small Cap
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,NSE,7313.17,Small Cap
TIPSMUSIC,TIPS MUSIC LIMITED,INE716B01029,NSE,7281.52,Small Cap
ATLANTAELE,Atlanta Electricals Limited,INE0Z4F01028,NSE,7260.43,Small Cap
EPIGRAL,Epigral Limited,INE071N01016,NSE,7236.43,Small Cap
INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED,INE510W01014,NSE,7233.95,Small Cap
SFL,Sheela Foam Limited,INE916U01025,NSE,7209.98,Small Cap
MASTEK,Mastek Limited,INE759A01021,NSE,7204.82,Small Cap
BALUFORGE,BALU FORGE INDUSTRIES LIMITED,INE011E01029,NSE,7199.13,Small Cap
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED,INE834M01019,NSE,7199.1,Small Cap
MOIL,MOIL Limited,INE490G01020,NSE,7198.71,Small Cap
GANESHHOU,GANESH HOUSING LIMITED,INE460C01014,NSE,7198.17,Small Cap
WELENT,Welspun Enterprises Limited,INE625G01013,NSE,7121.42,Small Cap
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,NSE,7113.26,Small Cap
ISGEC,ISGEC Heavy Engineering Limited,INE858B01029,NSE,7077.91,Small Cap
PRAJIND,Praj Industries Ltd.,INE074A01025,NSE,7072.03,Small Cap
RATEGAIN,RateGain Travel Technologies Limited,INE0CLI01024,NSE,7055.97,Small Cap
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,NSE,7042.63,Small Cap
KTKBANK,Karnataka Bank Ltd.,INE614B01018,NSE,6990.04,Small Cap
CSBBANK,CSB Bank Limited,INE679A01013,NSE,6966.07,Small Cap
EPL,EPL LIMITED,INE255A01020,NSE,6949.57,Small Cap
AURIONPRO,Aurionpro Solutions Ltd.,INE132H01018,NSE,6924.32,Small Cap
JUSTDIAL,Just Dial Limited,INE599M01018,NSE,6871.96,Small Cap
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,NSE,6856.84,Small Cap
THYROCARE,Thyrocare Technologies Limited,INE594H01019,NSE,6844.38,Small Cap
ARVINDFASN,Arvind Fashions Limited,INE955V01021,NSE,6842.34,Small Cap
KOVAI,Kovai Medical Center & Hospital Ltd,INE177F01017,NSE,6783.58,Small Cap
EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,NSE,6724.65,Small Cap
ELLEN,ELLENBARRIE INDUSTRIAL GASES LIMITED,INE236E01022,NSE,6712.66,Small Cap
CMSINFO,CMS Info Systems Limited,INE925R01014,NSE,6692.09,Small Cap
PGIL,Pearl Global Industries Limited,INE940H01022,NSE,6665.88,Small Cap
DHANUKA,Dhanuka Agritech Ltd.,INE435G01025,NSE,6648.1,Small Cap
SYMPHONY,Symphony Limited,INE225D01027,NSE,6551.81,Small Cap
CUPID,Cupid Limited,INE509F01029,NSE,6516.32,Small Cap
AHLUCONT,Ahluwalia Contracts (India) Ltd,INE758C01029,NSE,6515.88,Small Cap
IFBIND,IFB Industries Limited,INE559A01017,NSE,6479.94,Small Cap
PARKHOSPS,PARK MEDI WORLD LIMITED,INE119201023,NSE,6445.53,Small Cap
BAJAJELEC,Bajaj Electricals Ltd.,INE193E01025,NSE,6445.3,Small Cap
JKPAPER,JK Paper Ltd.,INE789E01012,NSE,6436.64,Small Cap
PRICOLLTD,Pricol Limited,INE726V01018,NSE,6432.81,Small Cap
HNDFDS,Hindustan Foods Ltd.,INE254N01026,NSE,6377.77,Small Cap
AVALON,Avalon Technologies Limited,INE0LCL01028,NSE,6366.53,Small Cap
SURYAROSNI,Surya Roshni Ltd.,INE335A01020,NSE,6361.78,Small Cap
PURVA,Puravankara Limited,INE323I01011,NSE,6353.77,Small Cap
UTLSOLAR,Fujiyama Power Systems Limited,INE12UR01024,NSE,6341.89,Small Cap
AVL,Aditya Vision Limited,INE679V01027,NSE,6325.8,Small Cap
RTNPOWER,RattanIndia Power Limited,INE399K01017,NSE,6316.31,Small Cap
RENUKA,Shree Renuka Sugars Ltd.,INE087H01022,NSE,6285.39,Small Cap
GREENLAM,Greenlam Industries Ltd,INE544R01021,NSE,6283.63,Small Cap
SUPRAJIT,Suprajit Engineering Ltd.,INE399C01030,NSE,6274.12,Small Cap
JAYNECOIND,Jayaswal Neco Industries Ltd,INE854B01010,NSE,6255.71,Small Cap
VMART,V-Mart Retail Limited,INE665J01013,NSE,6204.43,Small Cap
IONEXCHANG,Ion Exchange (India) Ltd,INE570A01022,NSE,6177.97,Small Cap
SUNTECK,Sunteck Realty Ltd,INE805D01034,NSE,6169.57,Small Cap
JUNIPER,Juniper Hotels Limited,INE696F01016,NSE,6162.89,Small Cap
WAKEFIT,Wakefit Innovations Limited,INE0E7301029,NSE,6152.54,Small Cap
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,NSE,6147.39,Small Cap
ICRA,ICRA Limited,INE725G01011,NSE,6140.64,Small Cap
SUBROS,Subros Ltd.,INE287B01021,NSE,6125.88,Small Cap
AXISCADES,AXISCADES TECHNOLOGIES LIMITED,INE555B01013,NSE,6081.48,Small Cap
CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,NSE,6073.85,Small Cap
RALLIS,Rallis India Ltd,INE613A01020,NSE,6039.29,Small Cap
GOKEX,Gokaldas Exports Ltd,INE887G01027,NSE,6020.53,Small Cap
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,NSE,6012.29,Small Cap
MTARTECH,MTAR Technologies Limited,INE864I01014,NSE,6012.22,Small Cap
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,NSE,5980.3,Small Cap
ASHAPURMIN,Ashapura Minechem Ltd,INE348A01023,NSE,5957.91,Small Cap
SHARDAMOTR,Sharda Motor Industries Ltd,INE597I01028,NSE,5946.2,Small Cap
MANINFRA,MAN INFRACONSTRUCTION LIMITED,INE949H01023,NSE,5935.7,Small Cap
PICCADIL,Piccadily Agro Industries ltd.,INE546C01010,NSE,5924.72,Small Cap
INDIAGLYCO,India Glycols Ltd,INE560A01023,NSE,5917.63,Small Cap
VIPIND,V.I.P. Industries Ltd.,INE054A01027,NSE,5893.11,Small Cap
ELECTCAST,Electrosteel Castings Ltd.,INE086A01029,NSE,5877.82,Small Cap
TIIL,Technocraft Industries (India) Ltd.,INE545H01011,NSE,5864.67,Small Cap
PILANIINVS,Pilani Investment And Industries Corporation Limited,INE417C01014,NSE,5810.98,Small Cap
SMARTWORKS,SMARTWORKS COWORKING SPACES LIMITED,INE0NAZ01010,NSE,5801.92,Small Cap
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,NSE,5772.89,Small Cap
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,NSE,5758.71,Small Cap
PARAS,Paras Defence and Space Technologies Limited,INE045601023,NSE,5720.33,Small Cap
GHCL,GHCL Ltd.,INE539A01019,NSE,5706.76,Small Cap
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,NSE,5696.27,Small Cap
MASFIN,MAS Financial Services Limited,INE348L01012,NSE,5663.35,Small Cap
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,NSE,5639.7,Small Cap
SKIPPER,Skipper Limited,INE439E01022,NSE,5621.1,Small Cap
RAJESHEXPO,Rajesh Exports Ltd.,INE343B01030,NSE,5609.72,Small Cap
STLTECH,Sterlite Technologies Limited.,INE089C01029,NSE,5608.57,Small Cap
SENCO,Senco Gold Limited,INE602W01027,NSE,5559.45,Small Cap
FISCHER,FISCHER MEDICAL VENTURES LIMITED,INE771F01041,NSE,5550.12,Small Cap
STYL,Seshaasai Technologies Limited,INE04VU01023,NSE,5542.96,Small Cap
KSCL,Kaveri Seed Company Ltd,INE455I01029,NSE,5536.03,Small Cap
EMUDHRA,eMudhra Limited,INE01QM01018,NSE,5527.17,Small Cap
ICIL,Indo Count Industries Ltd,INE483B01026,NSE,5515.62,Small Cap
SHOPERSTOP,Shoppers Stop Ltd,INE498B01024,NSE,5497.82,Small Cap
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,NSE,5493.35,Small Cap
FIEMIND,FIEM INDUSTRIES LIMITED,INE737H01014,NSE,5481.62,Small Cap
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,NSE,5471.21,Small Cap
RESPONIND,Responsive Industries Ltd,INE688D01026,NSE,5455.64,Small Cap
BANSALWIRE,Bansal Wire Industries Limited,INE0B9K01025,NSE,5446.02,Small Cap
LXCHEM,Laxmi Organic Industries Limited,INE576O01020,NSE,5444.23,Small Cap
CRIZAC,CRIZAC LIMITED,INE0S4R01014,NSE,5442.21,Small Cap
AGI,AGI GREENPAC LIMITED,INE415A01038,NSE,5412.85,Small Cap
CAPILLARY,Capillary Technologies India Limited,INE0ILV01024,NSE,5375.6,Small Cap
KNRCON,KNR Constructions Limited,INE634I01029,NSE,5342.93,Small Cap
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,NSE,5334.94,Small Cap
GMMPFAUDLR,GMM Pfaudler Ltd.,INE541A01023,NSE,5330.33,Small Cap
ASHOKA,Ashoka Buildcon Limited,INE442H01029,NSE,5297.99,Small Cap
DYNAMATECH,Dynamatic Technologies Ltd.,INE221B01012,NSE,5255.65,Small Cap
GOKULAGRO,Gokul Agro Resources Ltd,INE314T01033,NSE,5234.27,Small Cap
FEDFINA,Fedbank Financial Services Limited,INE007N01010,NSE,5220.32,Small Cap
KINGFA,Kingfa Science & Technology (India) Ltd,INE473D01015,NSE,5206.07,Small Cap
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,NSE,5202.08,Small Cap
DATAMATICS,Datamatics Global Services Limited,INE365B01017,NSE,5172.56,Small Cap
WEBELSOLAR,Websol Energy System Limited,INE855C01023,NSE,5131.88,Small Cap
EMIL,Electronics Mart India Limited,INE02YR01019,NSE,5127.49,Small Cap
PTC,PTC India Ltd,INE877F01012,NSE,5094.91,Small Cap
ROUTE,Route Mobile Limited,INE450U01017,NSE,5081.08,Small Cap
ITDC,India Tourism Development Corporati,INE353K01014,NSE,5048.32,Small Cap
RSYSTEMS,R Systems International Limited,INE411H01032,NSE,5046.86,Small Cap
ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES LIMITED,INE07K301024,NSE,5041.46,Small Cap
GAEL,Gujarat Ambuja Exports Ltd.,INE036B01030,NSE,5031.79,Small Cap
SIS,SIS LIMITED,INE285J01028,NSE,4985.57,Small Cap
VIYASH,Sequent Scientific Limited,INE807F01027,NSE,4980.33,Small Cap
PDSL,PDS LIMITED,INE111Q01021,NSE,4963.14,Small Cap
SMLMAH,SML Mahindra Limited,INE294B01019,NSE,4949.43,Small Cap
HCC,Hindustan Construction Co. Ltd.,INE549A01026,NSE,4947.52,Small Cap
ENTERO,Entero Healthcare Solutions Limited,INE010601016,NSE,4936.09,Small Cap
VRLLOG,VRL Logistics Limited,INE366I01010,NSE,4922.45,Small Cap
SUNFLAG,Sunflag Iron & Steel Co. Ltd.,INE947A01014,NSE,4918.8,Small Cap
CCAVENUE,INFIBEAM AVENUES LIMITED,INE483S01020,NSE,4909.71,Small Cap
SHILCTECH,Shilchar Technologies Ltd.,INE024F01011,NSE,4907.36,Small Cap
SWARAJENG,Swaraj Engines Ltd.,INE277A01016,NSE,4901.17,Small Cap
JSFB,JANA SMALL FINANCE BANK LIMITED,INE953L01027,NSE,4885.9,Small Cap
JKIL,J. Kumar Infraprojects Limited,INE576I01022,NSE,4845.32,Small Cap
CARERATING,CARE Ratings Limited,INE752H01013,NSE,4835.65,Small Cap
MIDWESTLTD,Midwest Limited,INE0XAD01024,NSE,4818.97,Small Cap
ANUP,The Anup Engineering Ltd,INE294Z01018,NSE,4809.88,Small Cap
GREAVESCOT,Greaves Cotton Ltd.,INE224A01026,NSE,4808.71,Small Cap
KENNAMET,Kennametal India Limtied,INE717A01029,NSE,4802.84,Small Cap
SUVEN,Suven Life Sciences Ltd.,INE495B01038,NSE,4798.41,Small Cap
SKYGOLD,Sky Gold And Diamonds Limited,INE01IU01018,NSE,4782.3,Small Cap
REFEX,Refex Industries Limited,INE056I01025,NSE,4778.33,Small Cap
LGBBROSLTD,L.g.Balkrishnan & Bros. Ltd.,INE337A01034,NSE,4769.82,Small Cap
TARC,TARC LIMITED,INE0EK901012,NSE,4765.38,Small Cap
NIITMTS,NIIT Learning Systems Limited,INE342G01023,NSE,4748.43,Small Cap
DBCORP,D.B.Corp Limited,INE950I01011,NSE,4736.38,Small Cap
INNOVACAP,INNOVA CAPTAB LIMITED,INE0DUT01020,NSE,4720.66,Small Cap
BPAGRI,Blue Pearl Agriventures Limited,INE439N01031,BSE,4703.26,Small Cap
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,NSE,4676.38,Small Cap
NIRLON,Nirlon Limited,INE910A01012,NSE,4671.91,Small Cap
ASMTEC,ASM Technologies Ltd.,INE867C01010,BSE,4666.53,Small Cap
DCBBANK,DCB Bank Limited,INE503A01015,NSE,4649.38,Small Cap
BALAMINES,Balaji Amines Ltd.,INE050E01027,NSE,4645.06,Small Cap
SJS,S.J.S. Enterprises Limited,INE284S01014,NSE,4644.9,Small Cap
NACLIND,NACL Industries Limited,INE295D01020,NSE,4642.04,Small Cap
HAWKINCOOK,Hawkins Cooker Ltd.,INE979B01015,NSE,4608.96,Small Cap
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,INE782A01015,NSE,4605.87,Small Cap
NFL,National Fertilizers Ltd.,INE870D01012,NSE,4598.42,Small Cap
SPARC,Sun Pharma Advanced Research Company Ltd.,INE232I01014,NSE,4597.07,Small Cap
INDIQUBE,INDIQUBE SPACES LIMITED,INE06ST01018,NSE,4594.16,Small Cap
BANARISUG,Bannari Amman Sugars Ltd.,INE459A01010,NSE,4579.36,Small Cap
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,NSE,4578.18,Small Cap
VSTTILLERS,V.S.T.Tillers Tractors Ltd.,INE764D01017,NSE,4549.5,Small Cap
INDRAMEDCO,Indraprastha Medical Corporation Lt,INE681B01017,NSE,4544.23,Small Cap
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,NSE,4536.33,Small Cap
VSTIND,VST Industries Ltd.,INE710A01016,NSE,4536.3,Small Cap
RAIN,Rain Industries Limited,INE855B01025,NSE,4525.88,Small Cap
SAMHI,Samhi Hotels Limited,INE08U801020,NSE,4524.74,Small Cap
BONDADA,Bondada Engineering Limited,INE0Q8P01029,BSE,4521.15,Small Cap
HEIDELBERG,HeidelbergCement  India Limited,INE578A01017,NSE,4516.44,Small Cap
CEIGALL,Ceigall India Limited,INE0AG901020,NSE,4466.76,Small Cap
KOTIC,Kothari Industrial Corpn. Ltd.,INE972A01020,NSE,4463.59,Small Cap
HERITGFOOD,Heritage Foods Limited,INE978A01027,NSE,4444.36,Small Cap
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,NSE,4426.05,Small Cap
SPICEJET,SpiceJet Limited,INE285B01017,BSE,4417.42,Small Cap
BHARATRAS,Bharat Rasayan Limited,INE838B01021,NSE,4365.51,Small Cap
ORIENTCEM,ORIENT CEMENT LIMITED,INE876N01018,NSE,4358.16,Small Cap
AARTIDRUGS,Aarti Drugs Limited,INE767A01016,NSE,4349.62,Small Cap
GUJTHEM,Gujarat Themis Biosyn Ltd.,INE942C01045,NSE,4348.4,Small Cap
ORIENTELEC,Orient Electric Limited,INE142Z01019,NSE,4347.87,Small Cap
GOPAL,Gopal Snacks Limited,INE0L9R01028,NSE,4337.77,Small Cap
RBA,Restaurant Brands Asia Limited,INE07T201019,NSE,4316.08,Small Cap
SGMART,SG MART LIMITED,INE385F01024,NSE,4301.05,Small Cap
LUMAXIND,Lumax Industries Ltd.,INE162B01018,NSE,4281.02,Small Cap
ZOTA,Zota Health Care Ltd.,INE358U01012,NSE,4272.21,Small Cap
AVANTEL,Avantel Limited,INE005B01027,NSE,4252.32,Small Cap
INA,INSOLATION ENERGY LIMITED,INE0LGX01024,NSE,4222.49,Small Cap
EIEL,ENVIRO INFRA ENGINEERS LIMITED,INE0LLY01014,NSE,4221.21,Small Cap
HUBTOWN,Hubtown Limited,INE703H01016,NSE,4219.46,Small Cap
KITEX,Kitex Garmenets Ltd.,INE602G01020,NSE,4183.82,Small Cap
WPIL,WPIL Ltd,INE765D01022,NSE,4173.57,Small Cap
RAYMONDREL,Raymond Realty Limited,INE1SY401010,NSE,4168.83,Small Cap
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,NSE,4153.53,Small Cap
NORTHARC,Northern Arc Capital Ltd.,INE850M01015,NSE,4152.08,Small Cap
JAMNAAUTO,Jamna Auto Industries Ltd.,INE039C01032,NSE,4137.54,Small Cap
GUJALKALI,Gujarat Alkalis & Chemicals Ltd.,INE186A01019,NSE,4116.88,Small Cap
AWFIS,Awfis Space Solutions Limited,INE108V01019,NSE,4103.78,Small Cap
DCAL,Dishman Carbogen Amcis Limited,INE385W01011,NSE,4102.47,Small Cap
GOLDIAM,Goldiam International Ltd.,INE025B01025,NSE,4085.74,Small Cap
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,INE935B01025,NSE,4085.15,Small Cap
RAMKY,Ramky Infrastructure Limited,INE874I01013,NSE,4081.08,Small Cap
JTEKTINDIA,JTEKT India Limited,INE643A01035,NSE,4072.08,Small Cap
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,NSE,4071.9,Small Cap
63MOONS,63 Moons Technologies Limited,INE111B01023,NSE,4050.71,Small Cap
GRAUWEIL,Grauer & Weil (India) Ltd.,INE266D01021,NSE,4036.53,Small Cap
MARATHON,Marathon Nextgen Realty Ltd,INE182D01020,NSE,4034.65,Small Cap
KIRLOSIND,Kirloskar Industries Ltd,INE250A01039,NSE,4013.88,Small Cap
SHANTIGEAR,Shanthi Gears Ltd.,INE631A01022,NSE,3972.87,Small Cap
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,NSE,3969.96,Small Cap
BOROLTD,Borosil Limited,INE02PY01013,NSE,3964.69,Small Cap
CAMLINFINE,Camlin Fine Sciences Ltd,INE052I01032,NSE,3935.67,Small Cap
UFLEX,Uflex Limited,INE516A01017,NSE,3929.85,Small Cap
VAIBHAVGBL,Vaibhav Global Ltd,INE884A01027,NSE,3929.33,Small Cap
RPGLIFE,RPG Life Sciences Limited,INE105J01010,NSE,3901.6,Small Cap
RAYMOND,Raymond Limited,INE301A01014,NSE,3882.26,Small Cap
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,NSE,3872.97,Small Cap
LUXIND,LUX Industries Limited,INE150G01020,NSE,3867.64,Small Cap
MPSLTD,MPS Limited,INE943D01017,NSE,3863.46,Small Cap
MCLOUD,MAGELLANIC CLOUD LIMITED,INE613C01026,NSE,3826.6,Small Cap
GOODLUCK,Goodluck India Limited,INE127I01024,NSE,3801.75,Small Cap
VADILALIND,Vadilal Industries Ltd.,INE694D01016,NSE,3797.13,Small Cap
EBGNG,GNG Electronics Limited,INE18JU01028,NSE,3783.27,Small Cap
QUESS,Quess Corp Limited,INE615P01015,NSE,3774.42,Small Cap
WONDERLA,Wonderla Holidays Limited,INE066O01014,NSE,3770.45,Small Cap
GREENPLY,Greenply Industries Ltd,INE461C01038,NSE,3751.37,Small Cap
NEOGEN,Neogen Chemicals Limited,INE136S01016,NSE,3705.17,Small Cap
KOLTEPATIL,Kolte-Patil Developers Ltd,INE094I01018,NSE,3698.53,Small Cap
INTERARCH,Interarch Building Solutions Limited,INE00M901018,NSE,3695.36,Small Cap
PRECWIRE,Precision Wires India ltd.,INE372C01037,NSE,3694.21,Small Cap
JINDWORLD,Jindal Worldwide Ltd.,INE247D01039,NSE,3673.19,Small Cap
SWANDEF,SWAN DEFENCE AND HEAVY INDUSTRIES LIMITED,INE542F01020,NSE,3672.98,Small Cap
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,NSE,3663.41,Small Cap
CIANAGRO,CIAN Agro Industries & Infrastructure Limited,INE052V01019,BSE,3662.76,Small Cap
NPST,Network People Services Technologies Limited,INE0FFK01017,NSE,3659.23,Small Cap
CENTUM,Centum Electronics Ltd,INE320B01020,NSE,3643.7,Small Cap
HARSHA,Harsha Engineers International Limited,INE0JUS01029,NSE,3632.67,Small Cap
GOCOLORS,Go Fashion (India) Limited,INE0BJS01011,NSE,3631.44,Small Cap
NATIONSTD,National Standard (India) Limited,INE166R01015,NSE,3629.65,Small Cap
NSIL,Nalwa Sons Investment Ltd,INE023A01030,NSE,3626.23,Small Cap
GKENERGY,GK ENERGY LIMITED,INE1AG301022,NSE,3622.56,Small Cap
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,NSE,3616.36,Small Cap
KSL,Kalyani Steels Ltd,INE907A01026,NSE,3614.26,Small Cap
SHAREINDIA,Share India Securities Limited,INE932X01026,NSE,3600.48,Small Cap
ROLEXRINGS,Rolex Rings Limited,INE645S01024,NSE,3594.15,Small Cap
ADVENZYMES,Advanced Enzyme Technologies Limited,INE837H01020,NSE,3590.0,Small Cap
GUFICBIO,Gufic BioSciences Ltd.,INE742B01025,NSE,3570.17,Small Cap
JISLJALEQS,Jain Irrigation Systems Ltd.,INE175A01038,NSE,3560.77,Small Cap
MSTCLTD,MSTC Limited,INE255X01014,NSE,3560.16,Small Cap
UNICHEMLAB,Unichem Laboratories Ltd.,INE351A01035,NSE,3559.66,Small Cap
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,NSE,3556.14,Small Cap
ROSSARI,ROSSARI BIOTECH LIMITED,INE02A801020,NSE,3551.13,Small Cap
CYIENTDLM,Cyient DLM Limited,INE055S01018,NSE,3544.1,Small Cap
SUNCLAY,SUNDARAM-CLAYTON LIMITED,INE0Q3R01026,NSE,3534.36,Small Cap
RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,INE912T01018,NSE,3524.94,Small Cap
BALMLAWRIE,Balmer Lawrie & Co. Ltd.,INE164A01016,NSE,3502.02,Small Cap
ARTEMISMED,Artemis Medicare Services Limited,INE025R01021,NSE,3499.6,Small Cap
PRINCEPIPE,Prince Pipes and Fittings Limited,INE689W01016,NSE,3484.74,Small Cap
FOSECOIND,Foseco India Ltd,INE519A01011,NSE,3472.06,Small Cap
PITTIENG,PITTI ENGINEERING LIMITED,INE450D01021,NSE,3468.67,Small Cap
DPABHUSHAN,D P ABHUSHAN LIMITED,INE266Y01019,NSE,3464.7,Small Cap
SSWL,Steel Strips & Wheels Ltd,INE802C01033,NSE,3460.91,Small Cap
SETL,STANDARD GLASS LINING TECHNOLOGY LIMITED,INE0M4D01010,NSE,3447.32,Small Cap
INDOTHAI,Indo Thai Securities Limited,INE337M01021,NSE,3425.55,Small Cap
BHAGCHEM,Bhagiradha Chemicals and Industries,INE414D01027,NSE,3417.04,Small Cap
BAJAJCON,BAJAJ CONSUMER CARE LIMITED,INE933K01021,NSE,3389.11,Small Cap
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,NSE,3385.96,Small Cap
BNAGROCHEM,BN AGROCHEM LIMITED,INE00HZ01011,NSE,3384.34,Small Cap
BBL,Bharat Bijlee Ltd.,INE464A01036,NSE,3380.54,Small Cap
NAVNETEDUL,Navneet Education Limited,INE060A01024,NSE,3374.26,Small Cap
PROTEAN,Protean eGov Technologies Limited,INE004A01022,NSE,3367.26,Small Cap
VISHNU,Vishnu Chemicals Limited,INE270I01022,NSE,3361.7,Small Cap
SAMBHV,SAMBHV STEEL TUBES LIMITED,INE12NJ01018,NSE,3361.2,Small Cap
PARAGMILK,Parag Milk Foods Limited,INE883N01014,NSE,3355.49,Small Cap
BOMDYEING,Bombay Dyeing & Mfg. Co. Ltd.,INE032A01023,NSE,3354.05,Small Cap
UEL,Ujaas Energy Limited,INE899L01030,NSE,3337.09,Small Cap
SENORES,SENORES PHARMACEUTICALS LIMITED,INE0RB801010,NSE,3322.88,Small Cap
TECHNVISN,TechNVision Ventures Limited,INE314H01012,NSE,3321.13,Small Cap
HLEGLAS,HLE GLASCOAT LIMITED,INE461D01028,NSE,3298.31,Small Cap
HIKAL,Hikal Ltd.,INE475B01022,NSE,3280.94,Small Cap
KIRIINDUS,KIRI INDUSTRIES LIMITED,INE415I01015,NSE,3279.68,Small Cap
FLAIR,Flair Writing Industries Limited,INE00Y201027,NSE,3269.15,Small Cap
KKCL,Kewal Kiran Clothing Ltd.,INE401H01017,NSE,3258.54,Small Cap
MAHLOG,Mahindra Logistics Limited,INE766P01016,NSE,3247.91,Small Cap
TIMEX,Timex Group India Ltd,INE064A01026,NSE,3243.5,Small Cap
EPACK,EPACK Durable Limited,INE0G5901015,NSE,3236.44,Small Cap
ARKADE,ARKADE DEVELOPERS LIMITED,INE0QRL01017,NSE,3233.03,Small Cap
PENIND,Pennar Industries Ltd.,INE932A01024,NSE,3232.08,Small Cap
PSPPROJECT,PSP Projects Limited,INE488V01015,NSE,3213.7,Small Cap
STYLAMIND,Stylam Industries Limited,INE239C01020,NSE,3180.25,Small Cap
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,NSE,3175.69,Small Cap
GATEWAY,Gateway Distriparks Limited,INE079J01017,NSE,3169.65,Small Cap
PRABHA,Prabha Energy Limited,INE0I0M01023,NSE,3167.4,Small Cap
